Tweets,Label
"APPLE Technicals Behavior-  Back to Counter Trend ?   $AAPL ​​​#aapl 
http://t.co/g6oUfo4DBG",0
$AAPL - [video] Market sell off not unexpected: Pro -&gt; http://t.co/B2HAPJN8xt #stock #stocks #stockaction,0
$AAPL 5 Apple Rumors We Hope Come True in 2014 http://t.co/77udIkVFD8,0
Couple of Stocks to Watch $KIPS $NABI $MNGA $AAPL Must have http://t.co/fmuJRXPpWw,0
"Solar-powered MacBook in Apple's future? Latest patent shows laptop w/ photovoltaic cells, secondary display: http://t.co/SOimmWKYPL $AAPL",0
RT: longer term price target $255??? TraderFlorida: $AAPL long term Bearish  http://t.co/G1EGeHxkFT”,0
$AAPL Apple retail stores stink… literally - BGR http://t.co/Q4LUfolFYa,0
5 Stocks to Watch $TSN $LMAT $ALCO $AAPL Visit http://t.co/4MJSkRxINt,0
$AAPL iWatch and iOS 8 to pair up to ‘redefine mobile health’ http://t.co/EPVaqLAP6j,0
Should you hold $MNTX $BSFT $RYN  $AAPL Check out http://t.co/TiSK3NHdNF,0
$AAPL Apple’s Cook Has Tête-à-Tête With Irish Taoiseach http://t.co/RWTeGlnHoo,0
"$AAPL As Tablet Growth Slows, What's Apple Inc.'s Next Move? - DailyFinance http://t.co/yGyWdeA7Ai",0
Top #Stocks today $CBOE $IQNT $VVC $AAPL Give it a try http://t.co/uumEdpFZdG,0
RT @WSJ: Was the iPhone 5C the cause of Apple's woes? Apple won't say: http://t.co/lF39WeZdLE $AAPL,1
WSJ:Was the iPhone 5C the cause of Apple's woes? Apple won't say: http://t.co/pso6LzrHPr $AAPL,1
RT @ZaneBagen: Triple digit returns from daytrades Killer webinar http://t.co/w1G7vXrRkt $AAPL $GOOG,1
RT @WSJ:Apple's smartphone market share drops as Samsung's edges up: http://t.co/5pK5mh13mh $AAPL http://t.co/d0nwfPEIBc,0
RT @WSJ: Apple's smartphone market share drops as Samsung's edges up: http://t.co/LxWNTPAuon $AAPL http://t.co/tfyBa67MdO,0
AAPL’s Pullback Makes A Perfect Buying Opportunity http://t.co/1Zwe1vwg6W $AAPL,0
The $AAPL antitrust story http://t.co/KLZWmhOvMU,0
$AAPL Apple’s iPhone Sets Student’s Pants on Fire http://t.co/Cs2ZsKH1tX,1
RT @YongLimbaugh: Account doubling system Killer webinar http://t.co/KpOTISL3Iu $AAPL $PCLN,1
RT @TyronMickley: Maximum daytrading profits Killer webinar http://t.co/MbgyzpH39R $NFLX $AAPL,1
$KORS In MIA the stores overflow w/tourists from Latin America. Similar to $AAPL stores,1
RT @TyronMickley: Killer Daytrading system for stocks futures options 40% returns in minutes video http://t.co/c9Xbow1OLB $NFLX $AAPL,1
Okay now $AAPL's just spitting in my face :/,1
"a few stocks i'm watching: $AAPL $BBRY $FB $YHOO $CRM $WFM $CELG .. all long, dont see any good shorts on my list",1
RT @WillardHoag: Triple digit returns from daytrades Killer webinar http://t.co/zhJmD6r6rC $AAPL $GOOG,1
@BlueFielder $AAPL pressure under this stock is rising.  Rocketship time,1
"U.S. Active (Stock Wars): $HEMP +0.0%, $RLSPY -99.0%, $AAPL +0.62%, $UA +0.75%, $MJNA +9.38% http://t.co/jdoP0QylGF #StockWars",1
$AAPL - 3 Reasons Microsoft Windows Won’t Die in 2014 -&gt; http://t.co/pTbNP5g3od #stock #stocks #stockaction,1
Daily profits on steroids Killer webinar http://t.co/4dJRPUKPtN $NFLX $AAPL,1
How about $AAPL? RT @KeithMcCullough: I was early re-shorting $MCD yesterday - so that's a mistake #RTA subs can blame on me today,1
"'iCard' would make Apple shares a steal: Kilburg (video) $AAPL ​​​#aapl 
http://t.co/jjCpB8tUN4",1
$AAPL - Londons Metropolitan Police to get iPads to help fight crime -&gt; http://t.co/Enna4axJ78 #stock #stocks #stockaction,1
"RT @businessinsider: It Takes 100+ Swipes To Find The Latest Hot iPhone App, And That's Dangerous For Apple $AAPL $GOOG http://t.co/65ncDRe…",1
RT @Street_Insider: Apple $AAPL Reports Buying Back $14B of Stock After 'Disappointing' Q1 Results http://t.co/KQuENtN3HC,1
"RT @jimcramer: $AAPL did right thing with weakness in stock and it can still buy any company it wants to. Didn't rule it out, either",1
"out $AAPL lost a couple hundred, no money going into it, hoping to make it up with $LNKD whenever that decides to make a move",1
"$AAPL Egan-Jones proxy advisor recommended shareholders reject Carl Icahn buyback proposal, according to reports out earlier",1
MorningWord 2/7/14: $AAPL Bought Your Fear and They Know A Lot More Than You http://t.co/FPpvftbE5G,1
"@jeffmacke ""Anti-free market?"" Cook bought $AAPL for the same reason you did... it was cheap. All three of your arguments suck. Jackass.",1
RT @WalkerDellaport: Average 50% on every daytrade Killer webinar http://t.co/9xJ618tFud $AAPL $GOOG,1
RT @lauramandaro: Apple is really pissing off the bitcoin community: $AAPL #bitcoin http://t.co/Dt4QSHk53v,1
RT @DanielEran: Apple CEO @tim_cook isn’t buying stock to prop up $AAPL share price. He’s taking advantage of irrationally low prices set b…,1
RT @BloombergTV: BREAKING: Icahn says no reason to persist with Apple buyback proposal $AAPL,1
"So now that @Carl_CIcahn is pleased with $AAPL &amp; Tim Cook, will he spend more time harassing John Donahoe &amp; $EBAY to spin-off PayPal?",1
RT @bespokeinvest: Apple ($AAPL) has now gained back 60% of the losses it experienced from the day before earnings to its recent lows.,1
Apple ($AAPL) has now gained back 60% of the losses it experienced from the day before earnings to its recent lows.,1
$AAPL ISS Sides With Apple in Battle Against Icahn - New York Times http://t.co/LLJzJLJE13,1
RT @Hwayoutaline: $GS $SPY $GE $MMM $AAPL We Are ABSOLUTELY Killing It Join Us http://t.co/6cy8dv5BMN #GS #OptionsTraders #Stocks,1
$AAPL: iTunes' scale and volume hard to ignore - nearly half of Google’s core business and growing faster http://t.co/c4lhXQQSHE,1
$AAPL - Apple loses bid to remove antitrust monitor following e-book row -&gt; http://t.co/2FS388cdhq #stock #stocks #stockaction,1
"set top box biz is not ""interesting"" $AAPL",1
RT @TonyDezarn: Killer Daytrading system for stocks futures options Free trial sign up now http://t.co/K0tifSW22p $AAPL $GOOG,1
$AAPL Apple Says Suppliers Forgo a Disputed Metal - Wall Street Journal http://t.co/bjuJOe8Vtw,1
$AAPL Photos of Purported iPhone 6 Leak - IGN http://t.co/aEDJfUsAb8,1
$AAPL - The Morning Download: How Bitcoin Critic Stallman Works to Maintain Pr... -&gt; http://t.co/lHlElD4Zy5 #stock #stocks #stockaction,1
86 Reasons Why I Hate My Cable Company $TWTR $VZ $YELP $NFLX $AAPL http://t.co/QlN1yf3lQT #customerservice,1
$AAPL The Biggest Threat to Apple Inc.’s Dominance Is This $80 Smartphone http://t.co/gIQvdzlKLE,1
"RT @DanielEran: Google has fooled the media and markets, but hasn't bested @Tim_Cook  Apple $AAPL $GOOG http://t.co/sYFMsJ1FUq",1
Apple $AAPL is up 10% in the past 2 weeks but still lower by 3% in 2014 - #Apple #Stocks,1
Are you regretting your investment in $HRS $LAZ $SIX  $AAPL #NASDAQ http://t.co/pY1mKHL8bX,1
Killer Daytrading system for stocks futures options Free alerts for a week try now http://t.co/2pwG5QxpaO $AAPL $GOOG,1
$AAPL Comcast's $45 Billion Purchase Of Time Warner Cable Is Trouble For Apple TV - Business Insider http://t.co/Uj4F495kNx,1
$AAPL Why buying options will guarantee a loss over time.Spreads are key. My conversation with ToS (4 min mark) http://t.co/YVJvz9EYSi $SPY,1
$AAPL - Forget Smartphones and Watches. Are iCars and iCardio Monitors in Appl... -&gt; http://t.co/8Gl4pAm1yj #stock #stocks #stockaction,1
Missed out on some longs in $AAPL,1
"RT @DougKass: As previously reported Icahn added to AAPL in 4Q and as just announced halved his NFLX long $AAPL $NFLX
http://t.co/1I4fM2HWA4",1
"RT @bespokeinvest: Apple ($AAPL) moved above $550 this morning, re-gaining all of its post-earnings report losses.",1
"@DougKass Its illegal to text while driving. Yet, the wealthy expect to be fiddling with $AAPL itunes video apps while going 90 in a Tesla.",1
$AAPL - 4 Things Investors May Have Overlooked in Apple Inc.’s Recent Earnin... -&gt; http://t.co/fcD7RY2qIZ #stock #stocks #stockaction,1
$AAPL Why Apple Rumor Is Bad News For Tesla Investors http://t.co/wyAKnAFdvB,1
$AAPL US bobsled team's secret weapon: iPad app - USA TODAY http://t.co/5PiQTRf4St,1
"Google has fooled the media &amp; markets, but hasn't bested Tim Cooks $AAPL http://t.co/tB3Kaq0CUT",1
$AAPL Samsung's Ruthless New Ad Mocks Apple's Latest - TIME http://t.co/sMEBbZb2D4,1
"Why So Boring, Apple? http://t.co/PCWYZBUEg1 via @wallstCS $AAPL",1
$AAPL breaking down as support fails http://t.co/mDHPVzW8ZY,1
$AAPL 20 dma hit. expected this yesterday and foolishly went long way too early this morning. http://t.co/wbiUa57RaI,1
$AAPL another day of significant relative weakness,1
"$AAPL - No, Apple Is Not Like Microsoft -&gt; http://t.co/azA1rKLdnh #stock #stocks #stockaction",1
"$AAPL Major Apple security flaw: Patch issued, users open to MITM attacks - ZDNet http://t.co/RWR90QunXk",1
RT @peterjhebert: FORBES: Apple Will Make The iPhone 6 Display The 'Killer App' http://t.co/cGEHnez4Pk @nanosysinc $AAPL #nanotech,1
$AAPL - Microsoft Cuts Windows Price in Face of Apple and Google Competition -&gt; http://t.co/GC9ldNV5zt #stock #stocks #stockaction,1
$AAPL - Heres the Lowdown on Apple Incs Sapphire Glass -&gt; http://t.co/8DBgxMC1Ec #stock #stocks #stockaction,1
$AAPL Apple beaten by Andrex in brands league - Scotsman http://t.co/U2Ah1fwxKx,1
$AAPL Proof of concept captures all SSL traffic via Apple's goto fail exploit - ZDNet http://t.co/xBjYeMUbm9,1
Apple: This Is Ridiculous http://t.co/WomWm9hiTT $GOOG $AAPL,1
$AAPL - Pressure mounts over Arizona bill opposed by gays -&gt; http://t.co/DvTWTITl9F #stock #stocks #stockaction,1
"$AAPL Apple, Samsung Settlement Talks Fail http://t.co/TUTniG9znU",1
"Zero chance Brewer won't veto bill. Apple,  NFL threatening, leftist media demonizing Arizona again. $AAPL",1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
$AAPL Apple to Arizona: Anti-gay bill puts Mesa sapphire plant at risk http://t.co/v1sxooRXRo,1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
"RT @allstarcharts: if you missed it yesterday, here is what I had to say on Fox about $BBRY and $AAPL http://t.co/YStS9rd7jm",1
$AAPL How the Apple-China Mobile Deal Impacts Electronic Arts - Motley Fool http://t.co/HgtINQeoAT,1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
$AAPL not a good morning session so far. bulls looking for continuation from yesterday arent getting it. be aware of option shenanigans,1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
$AAPL can this drop 10% from here,1
Very frustrating - looks like $AAPL won't meet the promised February delivery date for my new Mac Pro,1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
"@MarketWatch $BBRY $AAPL Discloses THE Flaw, This is the Code: if (CONDITION) goto fail;   fail: SSLFreeBuffer(&amp;.......)",1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
"iPhone 6 release date rumours &amp; leaked images: iPhone 6 to use 'quantum dots', launch in 'July' $AAPL ​​​#aapl http://t.co/liUnuRyNng",1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
$AAPL What Is Apple Inc. Stock Really Worth? - Motley Fool http://t.co/KFR1madOR5,1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
RT @philstockworld: Yellen's Back!  Should be an up day and here's our outlook:  $UNG $SPY $IWM $AAPL $TSLA $MS #manipulation -- http://t.c…,1
RT @TheBioHunter: Monday Movers  $AVL $AMBS $MY $KIPS $PRPM $MNGA.   $LQMT will move on cc announcement. Not an $AAPL play but medical devi…,1
"@MarketWatch $AAPL 10 O'clock ""tonight"" Russian Army Gonna Attack &amp; Invade CRIMEA/Ukraine. CASH&amp;RUNFAST.",1
$AAPL my longs continue higher but still be cautious,1
"Worst sentiment for SP1500 stocks at midday: $PNC,$DNB,$TRN,$DV,$AAPL (2014/03/03) #sentiment #stock #alexandria",1
"RT @WSJ: ""What would Steve Jobs do?"" An inside look at Apple and how it has changed since his death: http://t.co/Z6w046qvGd $AAPL",1
"RT @WSJ: ""What would Steve Jobs do?"" An inside look at Apple and how it has changed since his death: http://t.co/Z6w046qvGd $AAPL",1
$AAPL Apple's iPad loses grip on tablet market as Android hits 62 percent share - Inquirer http://t.co/gSQ6lBzN8Z,1
RT @philstockworld: Crisis off Today!  Is Everything Fixed?  $EWG $USO $UNG $AAPL $CMG -- http://t.co/K8tTHpxjBv,1
RT @philstockworld: Crisis off Today!  Is Everything Fixed?  $EWG $USO $UNG $AAPL $CMG -- http://t.co/K8tTHpxjBv,1
$AAPL Closing the Spread.  Tiny loser.  We are REDUCING RISK ACROSS THE BOARD. http://t.co/dbwL1JUgKE,1
RT @philstockworld: Crisis off Today!  Is Everything Fixed?  $EWG $USO $UNG $AAPL $CMG -- http://t.co/K8tTHpxjBv,1
"Still the tablet leader, $AAPL loses market share to #Android as the devices go mainstream worldwide. http://t.co/BSALsXXq7n",1
RT @philstockworld: Crisis off Today!  Is Everything Fixed?  $EWG $USO $UNG $AAPL $CMG -- http://t.co/K8tTHpxjBv,1
RT @philstockworld: Crisis off Today!  Is Everything Fixed?  $EWG $USO $UNG $AAPL $CMG -- http://t.co/K8tTHpxjBv,1
"$AAPL Apple's CarPlay will put iOS on your dash, already has critical mass of car ... - ExtremeTech http://t.co/0C9AaU28tQ",1
RT @philstockworld: Crisis off Today!  Is Everything Fixed?  $EWG $USO $UNG $AAPL $CMG -- http://t.co/K8tTHpxjBv,1
RT @philstockworld: Crisis off Today!  Is Everything Fixed?  $EWG $USO $UNG $AAPL $CMG -- http://t.co/K8tTHpxjBv,1
RT @philstockworld: Crisis off Today!  Is Everything Fixed?  $EWG $USO $UNG $AAPL $CMG -- http://t.co/K8tTHpxjBv,1
RT @philstockworld: Crisis off Today!  Is Everything Fixed?  $EWG $USO $UNG $AAPL $CMG -- http://t.co/K8tTHpxjBv,1
RT @philstockworld: Crisis off Today!  Is Everything Fixed?  $EWG $USO $UNG $AAPL $CMG -- http://t.co/K8tTHpxjBv,1
RT @philstockworld: Crisis off Today!  Is Everything Fixed?  $EWG $USO $UNG $AAPL $CMG -- http://t.co/K8tTHpxjBv,1
RT @philstockworld: Crisis off Today!  Is Everything Fixed?  $EWG $USO $UNG $AAPL $CMG -- http://t.co/K8tTHpxjBv,1
RT @philstockworld: Crisis off Today!  Is Everything Fixed?  $EWG $USO $UNG $AAPL $CMG -- http://t.co/K8tTHpxjBv,1
RT @philstockworld: Crisis off Today!  Is Everything Fixed?  $EWG $USO $UNG $AAPL $CMG -- http://t.co/K8tTHpxjBv,1
RT @philstockworld: Crisis off Today!  Is Everything Fixed?  $EWG $USO $UNG $AAPL $CMG -- http://t.co/K8tTHpxjBv,1
RT @philstockworld: Crisis off Today!  Is Everything Fixed?  $EWG $USO $UNG $AAPL $CMG -- http://t.co/K8tTHpxjBv,1
RT @philstockworld: Crisis off Today!  Is Everything Fixed?  $EWG $USO $UNG $AAPL $CMG -- http://t.co/K8tTHpxjBv,1
"$GLCO Watch it Closely, the Bounce could be INSANE!
$PHOT $MYEC $HEMP $TRTC $FITX $LATF $FNMA $AAPL $GOOG $FB $T $NVLX $CANN $AEGY $MCIG $Y",1
$AAPL - Staples poor scorecard adds doubt to the future of office supplies ind... -&gt; http://t.co/iGpHfrsD0F #stock #stocks #stockaction,1
@brandongreen Sold $AAPL position on the open for +10% due to the low volume. Still holding $F monthlies.,1
"Linux (which is part of Android) has included an OS X / iOS ""goto fail"" like SSL cert checking bug for years. $AAPL http://t.co/jl1YsOdH8z",1
":-(  Samsung scores win in patent dispute with Apple: http://t.co/gB4wC8RvoR • $AAPL""",1
"Option Millionaires: Y U Axing Me: $AAPL hates options traders, http://t.co/xIn4qARROM",1
Tired of losing money on $VVC $WU $DST  $AAPL Worth a look http://t.co/xGpsuRx6w0,1
"$AAPL  Plea to Ban $SSNLF  Products Denied, Again! http://t.co/UzJRJGotq4 http://t.co/Au4FKVfHhB",1
→ All Parabolic Charts Collapse → $AAPL #aapl $GPS $TSLA #tsla $AMZN #amzn $NFLX #nflx $PCLN #pcln,1
$AAPL Apple's bid to ban sales of Samsung phones is rejected - Boston Globe http://t.co/QRrtsN2z2r,1
$AAPL #ICYMI 'Apple shifted billions to avoid Australian tax: report' via @TT_Features http://t.co/x0fRghYHBu,1
$AAPL Apple and Amazon's big lie: The rebel hacker and hipster nerd is a capitalist ... - Salon http://t.co/tvTebzRcyM,1
$AAPL The next battleground for tech companies is... http://t.co/Vo4hPmd5Hs,1
Commented on StockTwits: $AAPL $P Not sure how you can even compare these two companies. http://t.co/4I3QkXCslT,1
@sharkbiotech Point is tablet prices will eventually come down &amp; $AAPL will need to lower prices or lose volume. Neither good for profits,1
$AAPL Risk Range 428 &lt;&lt;==&gt;&gt; 438,1
"Apple wants Samsung to pay $40 per accused device, court documents reveal http://t.co/8QTUyOmKLd Discuss: http://t.co/LxkVsA1Htz $AAPL",1
$AAPL - Apple Appeals Rejection of Sales Ban Bid on Samsung Smartphones -&gt; http://t.co/ekzcg3UI9f #stock #stocks #stockaction,1
"Apple to open small stores in India, focus on entry-level iOS devices in battle for growing market... $AAPL http://t.co/RbCYYrGaC7",1
$AAPL Can Facebook Make More Money Selling Apps Than Apple? - Motley Fool http://t.co/OWI7ca5RrO,1
RT @Rocco_TheStreet: ICYMI: Have a Look at What a Mess @WalMart's Apple section is in LA  http://t.co/GDpsb00lZ7 @TheStreet $AAPL $WMT,1
"@MarketWatch $BBRY $AAPL So What is next for Z...........BERG???? IMHO He is BANKRUPT ""ONLY 19BilliON"". HAHAHAHA",1
RT @SeekingAlpha: Pandora Loses A Third Of Its Users In A Year http://t.co/z2KIDisCiV $AAPL #APPLE $GOOG $AMZN $P,1
MarketWatch $AAPL Apple products being Banned in RUSSIA.,1
$AAPL still struggling w/ 530 level.,1
$AAPL New book crushes hopes for Apple-branded television - Washington Post (blog) http://t.co/cjkECTRIss,1
@MSblockbuilders @jonfortt @REZ_777 @CNBC @SquawkStreet  idiot woman who wrote book on $AAPL. Obvious she had no access. Just hearsay,1
"Russian Billionaire Dumps Apple, Facebook for Alibaba $AAPL http://t.co/FqGS3crorG",1
"The MS Office for iPad is big for $AAPL &amp; $MSFT,  but why isn't there something better than Office by now? #TerribleSoftwareReally",1
"$AAPL iPhone 6 Release Delayed as Apple Unveils Cheaper iPhone 5C, iPad 4 - International Business Times AU http://t.co/F1E8HzRRNI",1
@SquawkStreet saying @tim_cook's response to a subpar book on $AAPL defensive is pure nonsense,1
@danielhsqr @jonfortt @Sonos $AAPL should have bought $P long ago.  AND Sonos.  They don't play nicely with Sonos which is annoying.,1
“@WSJ: Apple CEO Tim Cook slams new book 'Haunted Empire: Apple After Steve Jobs': http://t.co/KC4mgSwbId $AAPL” lol I condone this book tho,1
RT @WSJ: Apple CEO Tim Cook slams new book 'Haunted Empire: Apple After Steve Jobs': http://t.co/dGEBNJ7PNJ $AAPL,1
RT @WSJ: Apple CEO Tim Cook slams new book 'Haunted Empire: Apple After Steve Jobs': http://t.co/dGEBNJ7PNJ $AAPL,1
Apple Inc. CEO Calls New “Haunted Empire” Book Nonsense $AAPL http://t.co/ak0vtb104y,1
$AAPL - Yukari Kanes Haunted Empire: Apple After Steve Jobs -&gt; http://t.co/ZVkchdhTTl #stock #stocks #stockaction,1
$AAPL - Investing: New index funds arent always great -&gt; http://t.co/KiXw3mWUDe #stock #stocks #stockaction,1
"Apple may launch iTunes for Android bcause music downloads r down http://t.co/adsfhyPMun

$AAPL didn't care to sell music to Android users?",1
RT @ybfmiami: Every Other Smartphone Maker Would Kill To Have A “Flop” Like The iPhone 5c $AAPL http://t.co/fCyDkMALtj,1
#Apple iPhone 5c 'failure'  every Android flagship in Q4 http://t.co/nMnetzgaEE via @AppleInsider $AAPL,1
As the indexes buckle into red $AAPL remains bid just shy of 540. Thesis still holding water.,1
$AAPL Leaked: Apple's plan to turn iPhone into your personal doctor - Times of India http://t.co/PFxTqflY72,1
Priceline (PCLN): 3 Reasons Why The Crowd Is Wrong About Priceline $AAPL $NFLX $PCLN: If I had to nominate the... http://t.co/bIexaPG0OL,1
Netflix Is No Match for Vaporware http://t.co/k3z1isCqHT - $AAPL,1
What the FUCK HAPPENED to Apple KEYNOTE????? Nooooooo! @Apple $AAPL,1
RT @danielhsqr: $AAPL having trouble seeing disruptive economics for Apple in partnering with $CMCSA for TV service.,1
"Might be something, might be nothing but days like this a tiny bit of ""solace"" can taken in $AAPL below SPX avg. multiple. #safehavenish?",1
$AAPL Is Apple Really Doomed? http://t.co/eeileygNOC,1
RT @androsForm: $AAPL This could hurt http://t.co/vz4hcDc7Sh,1
Steve Wozniak talks iTunes on Android and Apple's lack of invention $AAPL http://t.co/nE3ZLilejs,1
$AAPL Apple Inc (AAPL) 543.20  +4.01 (+0.74%) Past 5 Days Date Open High Low Last Change % Change Volume 03/2 http://t.co/VJsWquBsso,1
"I hate to agree with Topeka (the same idiots who slapped $1,111 price target on $AAPL) but the lockup is a buying opp for $TWTR",1
"$AAPL Apple-Comcast talks likely limited in scope, user experience not a priority ... - Apple Insider http://t.co/QdweWkvcxi",1
RT @mcilderman Google: Too Big to Fail but Should Sell Self-Driving Car Ops http://t.co/GVWaHr5nxf  $Goog $AAPL #tech $TM $GM #BMW #google,1
RT @androsForm: $AAPL This could hurt http://t.co/vz4hcDc7Sh,1
$AAPL NYT pulls iPad Air underwater ad after 'unfortunate' juxtaposition with Flight ... - Apple Insider http://t.co/jFZeq3wY5A,1
RT @alphatrends: VIDEO http://t.co/UzmpCNoUTq markets testing key fib levels and moving averages $SPY $QQQ $IWM $XLF $SMH $AAPL,1
$AAPL From The Birth Of The iPhone To An Era Of Lawsuits - NPR (blog) http://t.co/lRLi1gdsfu,1
RT @CleverTrade: $AAPL Russian Government Officials Dump iPads Over Spying Fears http://t.co/sofcvdim2A,1
$AAPL - Apple Came Up With A Way To Stop You From Bumping Into Things While Te... -&gt; http://t.co/hmTfJqP2Jm #stock #stocks #stockaction,1
RT @mcilderman Google: Too Big to Fail but Should Sell Self-Driving Car Ops http://t.co/0gzHPNBbsq  $Goog $AAPL #tech $TM $GM #BMW #google,1
RT @mcilderman Google: Too Big to Fail but Should Sell Self-Driving Car Ops http://t.co/djfxYnw7vk  $Goog $AAPL #tech $TM $GM #BMW #google,1
RT @WallStPlaybook: Rob Black &amp; Your Money – San Francisco-http://t.co/49wH6ilBj6 $NFLX $AAPL -  via @WallStPlaybook http://t.co/9JvvGNuzd1,1
"""@bobdallas: $AAPL This is ridiculous"" ?? No it's just friday.",1
$AAPL - Apple iPhone 6 could tank the companys gross margins -&gt; http://t.co/HaeuGnr1nn #stock #stocks #stockaction,1
"$AAPL On eve of expected Office for iPad, some remain skeptical - Computerworld http://t.co/EUcPB0BXDf",1
Friday links: avoiding unforced errors. http://t.co/0FvhDEVtWY via @abnormalreturns $EEM $MSFT $BAX $KING $AAPL,1
Judge Grants Class Certification in #Apple E-Books Antitrust Case + Excludes Apple’s Misleading Expert Opinions $AAPL http://t.co/U8U3R0PSsP,1
RT @CNBC: Apple gets a 30% cut of Office for iPad sales: http://t.co/KVfjQuIuar (via @inafried) $AAPL $MSFT,1
"Digital platform wars @WSJ #NASDAQ $GOOG $AAPL $FB
http://t.co/K8TJQ2wOAj",1
$AAPL - The Man Who Wants to Buy the Biggest U.S. Gun Maker Doesnt Own a Gun -&gt; http://t.co/I75UEp3BC7 #stock #stocks #stockaction,1
$AAPL Office for iPad vs. iWork: The battle for tablet productivity - PCWorld (blog) http://t.co/RDuE8evGwt,1
$AAPL BlackBerry Secures Sales Ban on Typo Keyboard for iPhone http://t.co/GJXVQl41eh,1
"$AAPL Apple, Samsung to renew patent battle in US court - Times of India http://t.co/QkVZB6gMlu",1
RT @Bidnessetc: $AAPL accused $SSNLF of violating five of its software patents http://t.co/3yxRcvs0YY,1
Income Option Trades for April EXP: $IBM - $AAPL - $AIG - $BIDU - $RIG - 7-Day Test Drive OQ: http://t.co/RQhGR79wqK http://t.co/Hc6p6dMoFT,1
"RT @Computerworld: RT @RiCHi: #iPhone6 'Air' sexy pictures! (But is it an April fool?)
 ~ #ITBW for @Computerworld $AAPL #iPhoneAir ~~~ htt…",1
RT @Hstockpicks: @420investments April #FUKKEN Fools! &amp; $LVGI inked a deal with $GOOG $AMZN $GE $PHOT $EBAY $MSFT $AAPL to sell ~~~&gt; http:/…,1
"RT @WSJ: How iPad, Samsung Galaxy and Kindle Fire owners use their tablets: http://t.co/RpnZUjzjc5 $AMZN $AAPL http://t.co/3U8jeYSKkQ",1
"RT @WSJ: How iPad, Samsung Galaxy and Kindle Fire owners use their tablets: http://t.co/RpnZUjzjc5 $AMZN $AAPL http://t.co/3U8jeYSKkQ",1
$AAPL - Key Analyst Says Little Downside For Apple -&gt; http://t.co/I6buRbOjUd #stock #stocks #stockaction,1
#Apple and Samsung Reprise Patent Fight (With #Google a Shadow Presence) - New York Times http://t.co/6XjUeWfdoC $AAPL,1
